VERIFICAT: 0 0
4 1 1707292925710 consumat
3 1 1707292925711 consumat
0 5 1707292925718 oferit
3 1 1707292925718 consumat
6 1 1707292925718 consumat
6 1 1707292925726 consumat
3 1 1707292925726 consumat
6 1 1707292925733 consumat
2 2 1707292925736 oferit
9 1 1707292925736 consumat
6 1 1707292925740 consumat
0 4 1707292925747 oferit
5 1 1707292925747 consumat
6 1 1707292925747 consumat
5 1 1707292925754 consumat
6 1 1707292925754 consumat
1 4 1707292925757 oferit
8 1 1707292925757 consumat
5 1 1707292925761 consumat
6 1 1707292925762 consumat
8 1 1707292925765 consumat
2 2 1707292925766 oferit
0 1 1707292925766 consumat
5 1 1707292925769 consumat
0 2 1707292925775 oferit
2 1 1707292925775 consumat
5 1 1707292925776 consumat
0 5 1707292925790 oferit
7 1 1707292925790 consumat
7 1 1707292925797 consumat
7 1 1707292925804 consumat
7 1 1707292925811 consumat
7 1 1707292925819 consumat
2 2 1707292925824 oferit
1 1 1707292925824 consumat
7 1 1707292925826 consumat
1 5 1707292925830 oferit
4 1 1707292925830 consumat
1 1 1707292925831 consumat
7 1 1707292925833 consumat
4 1 1707292925837 consumat
1 1 1707292925839 consumat
0 5 1707292925846 oferit
3 1 1707292925846 consumat
3 1 1707292925853 consumat
3 1 1707292925861 consumat
3 1 1707292925868 consumat
3 1 1707292925875 consumat
2 5 1707292925882 oferit
9 1 1707292925883 consumat
9 1 1707292925890 consumat
9 1 1707292925897 consumat
9 1 1707292925904 consumat
9 1 1707292925911 consumat
2 4 1707292925912 oferit
6 1 1707292925912 consumat
9 1 1707292925919 consumat
6 1 1707292925919 consumat
9 1 1707292925926 consumat
0 5 1707292925932 oferit
8 1 1707292925932 consumat
9 1 1707292925933 consumat
8 1 1707292925940 consumat
9 1 1707292925940 consumat
8 1 1707292925947 consumat
1 2 1707292925958 oferit
0 1 1707292925958 consumat
0 1 1707292925965 consumat
2 4 1707292925970 oferit
2 1 1707292925970 consumat
0 1 1707292925972 consumat
2 1 1707292925977 consumat
0 1 1707292925980 consumat
0 2 1707292925989 oferit
5 1 1707292925990 consumat
5 1 1707292925997 consumat
2 5 1707292925999 oferit
7 1 1707292925999 consumat
5 1 1707292926004 consumat
7 1 1707292926006 consumat
5 1 1707292926011 consumat
7 1 1707292926014 consumat
0 1 1707292926018 oferit
4 1 1707292926018 consumat
2 4 1707292926029 oferit
1 1 1707292926029 consumat
1 1 1707292926036 consumat
1 1 1707292926043 consumat
1 1 1707292926050 consumat
2 5 1707292926058 oferit
3 1 1707292926058 consumat
3 1 1707292926065 consumat
3 1 1707292926073 consumat
3 1 1707292926080 consumat
3 1 1707292926087 consumat
2 3 1707292926087 oferit
6 1 1707292926087 consumat
6 1 1707292926094 consumat
3 1 1707292926094 consumat
0 5 1707292926103 oferit
9 1 1707292926103 consumat
9 1 1707292926110 consumat
9 1 1707292926118 consumat
9 1 1707292926125 consumat
9 1 1707292926132 consumat
1 4 1707292926139 oferit
8 1 1707292926140 consumat
8 1 1707292926147 consumat
8 1 1707292926154 consumat
8 1 1707292926161 consumat
0 2 1707292926174 oferit
2 1 1707292926174 consumat
2 1 1707292926181 consumat
0 4 1707292926188 oferit
2 1 1707292926188 consumat
0 1 1707292926189 consumat
2 1 1707292926196 consumat
0 1 1707292926196 consumat
0 1 1707292926203 oferit
5 1 1707292926203 consumat
2 1 1707292926204 oferit
7 1 1707292926204 consumat
1 4 1707292926213 oferit
4 1 1707292926213 consumat
4 1 1707292926220 consumat
4 1 1707292926227 consumat
4 1 1707292926234 consumat
1 5 1707292926249 oferit
1 1 1707292926249 consumat
1 1 1707292926256 consumat
1 1 1707292926263 consumat
1 1 1707292926271 consumat
1 1 1707292926278 consumat
1 4 1707292926285 oferit
6 1 1707292926285 consumat
6 1 1707292926293 consumat
6 1 1707292926300 consumat
6 1 1707292926307 consumat
2 1 1707292926321 oferit
3 1 1707292926321 consumat
1 4 1707292926322 oferit
9 1 1707292926322 consumat
3 1 1707292926328 consumat
9 1 1707292926329 consumat
3 1 1707292926335 consumat
1 1 1707292926340 oferit
8 1 1707292926340 consumat
2 2 1707292926350 oferit
0 1 1707292926350 consumat
0 1 1707292926357 consumat
1 5 1707292926358 oferit
2 1 1707292926359 consumat
0 1 1707292926365 consumat
2 1 1707292926366 consumat
0 1 1707292926372 consumat
2 1 1707292926373 consumat
1 5 1707292926377 oferit
5 1 1707292926377 consumat
0 1 1707292926379 consumat
2 1 1707292926380 consumat
5 1 1707292926384 consumat
0 1 1707292926386 consumat
1 3 1707292926395 oferit
7 1 1707292926395 consumat
7 1 1707292926402 consumat
7 1 1707292926409 consumat
1 1 1707292926413 oferit
4 1 1707292926413 consumat
1 2 1707292926432 oferit
1 1 1707292926432 consumat
1 1 1707292926439 consumat
1 1 1707292926450 oferit
6 1 1707292926450 consumat
2 2 1707292926467 oferit
9 1 1707292926467 consumat
9 1 1707292926474 consumat
1 1 1707292926486 oferit
3 1 1707292926486 consumat
2 1 1707292926496 oferit
8 1 1707292926496 consumat
2 1 1707292926526 oferit
2 1 1707292926526 consumat
2 2 1707292926555 oferit
5 1 1707292926555 consumat
5 1 1707292926562 consumat
2 4 1707292926584 oferit
0 1 1707292926584 consumat
0 1 1707292926592 consumat
0 1 1707292926599 consumat
0 1 1707292926606 consumat
2 1 1707292926614 oferit
7 1 1707292926614 consumat
2 5 1707292926643 oferit
4 1 1707292926643 consumat
4 1 1707292926650 consumat
4 1 1707292926658 consumat
4 1 1707292926665 consumat
4 1 1707292926672 consumat
2 4 1707292926672 oferit
1 1 1707292926672 consumat
4 1 1707292926679 consumat
1 1 1707292926679 consumat
1 1 1707292926687 consumat
VERIFICAT: 286 286
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
2 1 1707292925292 consumat
2 5 1707292925298 oferit
4 1 1707292925298 consumat
2 1 1707292925299 consumat
4 1 1707292925306 consumat
2 1 1707292925306 consumat
4 1 1707292925313 consumat
1 3 1707292925319 oferit
3 1 1707292925319 consumat
4 1 1707292925320 consumat
3 1 1707292925326 consumat
2 3 1707292925327 oferit
6 1 1707292925328 consumat
3 1 1707292925334 consumat
6 1 1707292925335 consumat
1 2 1707292925337 oferit
7 1 1707292925337 consumat
3 1 1707292925341 consumat
0 3 1707292925348 oferit
5 1 1707292925348 consumat
5 1 1707292925356 consumat
5 1 1707292925363 consumat
1 2 1707292925374 oferit
8 1 1707292925374 consumat
8 1 1707292925381 consumat
2 2 1707292925386 oferit
9 1 1707292925386 consumat
8 1 1707292925388 consumat
0 5 1707292925391 oferit
1 1 1707292925391 consumat
9 1 1707292925393 consumat
8 1 1707292925395 consumat
1 1 1707292925398 consumat
9 1 1707292925401 consumat
0 2 1707292925405 oferit
0 1 1707292925405 consumat
1 1 1707292925405 consumat
1 4 1707292925410 oferit
2 1 1707292925410 consumat
1 1 1707292925413 consumat
0 1 1707292925413 consumat
2 1 1707292925418 consumat
0 5 1707292925419 oferit
4 1 1707292925420 consumat
1 1 1707292925420 consumat
0 1 1707292925420 consumat
2 1 1707292925425 consumat
4 1 1707292925427 consumat
1 2 1707292925429 oferit
6 1 1707292925429 consumat
2 1 1707292925432 consumat
0 3 1707292925434 oferit
7 1 1707292925434 consumat
4 1 1707292925434 consumat
6 1 1707292925436 consumat
2 4 1707292925444 oferit
3 1 1707292925444 consumat
3 1 1707292925452 consumat
3 1 1707292925459 consumat
3 1 1707292925466 consumat
2 3 1707292925473 oferit
5 1 1707292925474 consumat
5 1 1707292925481 consumat
5 1 1707292925488 consumat
0 4 1707292925491 oferit
8 1 1707292925491 consumat
5 1 1707292925495 consumat
8 1 1707292925498 consumat
5 1 1707292925502 consumat
2 3 1707292925503 oferit
9 1 1707292925503 consumat
8 1 1707292925505 consumat
5 1 1707292925510 consumat
0 1 1707292925519 oferit
1 1 1707292925519 consumat
1 4 1707292925520 oferit
0 1 1707292925520 consumat
1 1 1707292925526 consumat
0 1 1707292925527 consumat
1 1 1707292925534 consumat
1 4 1707292925538 oferit
2 1 1707292925538 consumat
1 1 1707292925541 consumat
2 1 1707292925545 consumat
1 1 1707292925548 consumat
1 4 1707292925556 oferit
7 1 1707292925556 consumat
7 1 1707292925564 consumat
7 1 1707292925571 consumat
7 1 1707292925578 consumat
0 1 1707292925590 oferit
4 1 1707292925590 consumat
2 3 1707292925590 oferit
6 1 1707292925590 consumat
6 1 1707292925597 consumat
4 1 1707292925597 consumat
0 2 1707292925604 oferit
3 1 1707292925604 consumat
6 1 1707292925605 consumat
1 1 1707292925611 oferit
9 1 1707292925611 consumat
0 2 1707292925619 oferit
8 1 1707292925619 consumat
8 1 1707292925626 consumat
1 2 1707292925629 oferit
5 1 1707292925629 consumat
8 1 1707292925633 consumat
0 3 1707292925647 oferit
0 1 1707292925647 consumat
0 1 1707292925654 consumat
0 1 1707292925662 consumat
1 5 1707292925666 oferit
2 1 1707292925666 consumat
0 1 1707292925669 consumat
2 1 1707292925673 consumat
0 1 1707292925676 consumat
2 1 1707292925680 consumat
1 2 1707292925684 oferit
1 1 1707292925684 consumat
2 1 1707292925688 consumat
0 2 1707292925690 oferit
7 1 1707292925690 consumat
1 1 1707292925691 consumat
1 1 1707292925702 oferit
4 1 1707292925702 consumat
0 3 1707292925704 oferit
3 1 1707292925704 consumat
4 1 1707292925710 consumat
3 1 1707292925711 consumat
0 5 1707292925718 oferit
3 1 1707292925718 consumat
6 1 1707292925718 consumat
6 1 1707292925726 consumat
3 1 1707292925726 consumat
6 1 1707292925733 consumat
2 2 1707292925736 oferit
9 1 1707292925736 consumat
6 1 1707292925740 consumat
0 4 1707292925747 oferit
5 1 1707292925747 consumat
6 1 1707292925747 consumat
5 1 1707292925754 consumat
6 1 1707292925754 consumat
1 4 1707292925757 oferit
8 1 1707292925757 consumat
5 1 1707292925761 consumat
6 1 1707292925762 consumat
8 1 1707292925765 consumat
2 2 1707292925766 oferit
0 1 1707292925766 consumat
5 1 1707292925769 consumat
0 2 1707292925775 oferit
2 1 1707292925775 consumat
5 1 1707292925776 consumat
0 5 1707292925790 oferit
7 1 1707292925790 consumat
7 1 1707292925797 consumat
7 1 1707292925804 consumat
7 1 1707292925811 consumat
7 1 1707292925819 consumat
2 2 1707292925824 oferit
1 1 1707292925824 consumat
7 1 1707292925826 consumat
1 5 1707292925830 oferit
4 1 1707292925830 consumat
1 1 1707292925831 consumat
7 1 1707292925833 consumat
4 1 1707292925837 consumat
1 1 1707292925839 consumat
0 5 1707292925846 oferit
3 1 1707292925846 consumat
3 1 1707292925853 consumat
3 1 1707292925861 consumat
3 1 1707292925868 consumat
3 1 1707292925875 consumat
2 5 1707292925882 oferit
9 1 1707292925883 consumat
9 1 1707292925890 consumat
9 1 1707292925897 consumat
9 1 1707292925904 consumat
9 1 1707292925911 consumat
2 4 1707292925912 oferit
6 1 1707292925912 consumat
9 1 1707292925919 consumat
6 1 1707292925919 consumat
9 1 1707292925926 consumat
0 5 1707292925932 oferit
8 1 1707292925932 consumat
9 1 1707292925933 consumat
8 1 1707292925940 consumat
9 1 1707292925940 consumat
8 1 1707292925947 consumat
1 2 1707292925958 oferit
0 1 1707292925958 consumat
0 1 1707292925965 consumat
2 4 1707292925970 oferit
2 1 1707292925970 consumat
0 1 1707292925972 consumat
2 1 1707292925977 consumat
0 1 1707292925980 consumat
0 2 1707292925989 oferit
5 1 1707292925990 consumat
5 1 1707292925997 consumat
2 5 1707292925999 oferit
7 1 1707292925999 consumat
5 1 1707292926004 consumat
7 1 1707292926006 consumat
5 1 1707292926011 consumat
7 1 1707292926014 consumat
0 1 1707292926018 oferit
4 1 1707292926018 consumat
2 4 1707292926029 oferit
1 1 1707292926029 consumat
1 1 1707292926036 consumat
1 1 1707292926043 consumat
1 1 1707292926050 consumat
2 5 1707292926058 oferit
3 1 1707292926058 consumat
3 1 1707292926065 consumat
3 1 1707292926073 consumat
3 1 1707292926080 consumat
3 1 1707292926087 consumat
2 3 1707292926087 oferit
6 1 1707292926087 consumat
6 1 1707292926094 consumat
3 1 1707292926094 consumat
0 5 1707292926103 oferit
9 1 1707292926103 consumat
9 1 1707292926110 consumat
9 1 1707292926118 consumat
9 1 1707292926125 consumat
9 1 1707292926132 consumat
1 4 1707292926139 oferit
8 1 1707292926140 consumat
8 1 1707292926147 consumat
8 1 1707292926154 consumat
8 1 1707292926161 consumat
0 2 1707292926174 oferit
2 1 1707292926174 consumat
2 1 1707292926181 consumat
0 4 1707292926188 oferit
2 1 1707292926188 consumat
0 1 1707292926189 consumat
2 1 1707292926196 consumat
0 1 1707292926196 consumat
0 1 1707292926203 oferit
5 1 1707292926203 consumat
2 1 1707292926204 oferit
7 1 1707292926204 consumat
1 4 1707292926213 oferit
4 1 1707292926213 consumat
4 1 1707292926220 consumat
4 1 1707292926227 consumat
4 1 1707292926234 consumat
1 5 1707292926249 oferit
1 1 1707292926249 consumat
1 1 1707292926256 consumat
1 1 1707292926263 consumat
1 1 1707292926271 consumat
1 1 1707292926278 consumat
1 4 1707292926285 oferit
6 1 1707292926285 consumat
6 1 1707292926293 consumat
6 1 1707292926300 consumat
6 1 1707292926307 consumat
2 1 1707292926321 oferit
3 1 1707292926321 consumat
1 4 1707292926322 oferit
9 1 1707292926322 consumat
3 1 1707292926328 consumat
9 1 1707292926329 consumat
3 1 1707292926335 consumat
1 1 1707292926340 oferit
8 1 1707292926340 consumat
2 2 1707292926350 oferit
0 1 1707292926350 consumat
0 1 1707292926357 consumat
1 5 1707292926358 oferit
2 1 1707292926359 consumat
0 1 1707292926365 consumat
2 1 1707292926366 consumat
0 1 1707292926372 consumat
2 1 1707292926373 consumat
1 5 1707292926377 oferit
5 1 1707292926377 consumat
0 1 1707292926379 consumat
2 1 1707292926380 consumat
5 1 1707292926384 consumat
0 1 1707292926386 consumat
1 3 1707292926395 oferit
7 1 1707292926395 consumat
7 1 1707292926402 consumat
7 1 1707292926409 consumat
1 1 1707292926413 oferit
4 1 1707292926413 consumat
1 2 1707292926432 oferit
1 1 1707292926432 consumat
1 1 1707292926439 consumat
1 1 1707292926450 oferit
6 1 1707292926450 consumat
2 2 1707292926467 oferit
9 1 1707292926467 consumat
9 1 1707292926474 consumat
1 1 1707292926486 oferit
3 1 1707292926486 consumat
2 1 1707292926496 oferit
8 1 1707292926496 consumat
2 1 1707292926526 oferit
2 1 1707292926526 consumat
2 2 1707292926555 oferit
5 1 1707292926555 consumat
5 1 1707292926562 consumat
2 4 1707292926584 oferit
0 1 1707292926584 consumat
0 1 1707292926592 consumat
0 1 1707292926599 consumat
0 1 1707292926606 consumat
2 1 1707292926614 oferit
7 1 1707292926614 consumat
2 5 1707292926643 oferit
4 1 1707292926643 consumat
4 1 1707292926650 consumat
4 1 1707292926658 consumat
4 1 1707292926665 consumat
4 1 1707292926672 consumat
2 4 1707292926672 oferit
1 1 1707292926672 consumat
4 1 1707292926679 consumat
1 1 1707292926679 consumat
1 1 1707292926687 consumat
2 5 1707292926701 oferit
6 1 1707292926702 consumat
VERIFICAT: 291 287
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
3 1 1707292925171 consumat
1 2 1707292925174 oferit
6 1 1707292925174 consumat
5 1 1707292925178 consumat
2 2 1707292925181 oferit
7 1 1707292925181 consumat
5 1 1707292925185 consumat
1 1 1707292925192 oferit
8 1 1707292925192 consumat
0 5 1707292925206 oferit
9 1 1707292925206 consumat
9 1 1707292925214 consumat
9 1 1707292925221 consumat
9 1 1707292925228 consumat
9 1 1707292925235 consumat
2 1 1707292925240 oferit
1 1 1707292925240 consumat
1 3 1707292925246 oferit
0 1 1707292925246 consumat
1 1 1707292925247 consumat
0 1 1707292925254 consumat
0 5 1707292925263 oferit
2 1 1707292925263 consumat
2 1 1707292925271 consumat
2 1 1707292925278 consumat
2 1 1707292925285 consumat
2 1 1707292925292 consumat
2 5 1707292925298 oferit
4 1 1707292925298 consumat
2 1 1707292925299 consumat
4 1 1707292925306 consumat
2 1 1707292925306 consumat
4 1 1707292925313 consumat
1 3 1707292925319 oferit
3 1 1707292925319 consumat
4 1 1707292925320 consumat
3 1 1707292925326 consumat
2 3 1707292925327 oferit
6 1 1707292925328 consumat
3 1 1707292925334 consumat
6 1 1707292925335 consumat
1 2 1707292925337 oferit
7 1 1707292925337 consumat
3 1 1707292925341 consumat
0 3 1707292925348 oferit
5 1 1707292925348 consumat
5 1 1707292925356 consumat
5 1 1707292925363 consumat
1 2 1707292925374 oferit
8 1 1707292925374 consumat
8 1 1707292925381 consumat
2 2 1707292925386 oferit
9 1 1707292925386 consumat
8 1 1707292925388 consumat
0 5 1707292925391 oferit
1 1 1707292925391 consumat
9 1 1707292925393 consumat
8 1 1707292925395 consumat
1 1 1707292925398 consumat
9 1 1707292925401 consumat
0 2 1707292925405 oferit
0 1 1707292925405 consumat
1 1 1707292925405 consumat
1 4 1707292925410 oferit
2 1 1707292925410 consumat
1 1 1707292925413 consumat
0 1 1707292925413 consumat
2 1 1707292925418 consumat
0 5 1707292925419 oferit
4 1 1707292925420 consumat
1 1 1707292925420 consumat
0 1 1707292925420 consumat
2 1 1707292925425 consumat
4 1 1707292925427 consumat
1 2 1707292925429 oferit
6 1 1707292925429 consumat
2 1 1707292925432 consumat
0 3 1707292925434 oferit
7 1 1707292925434 consumat
4 1 1707292925434 consumat
6 1 1707292925436 consumat
2 4 1707292925444 oferit
3 1 1707292925444 consumat
3 1 1707292925452 consumat
3 1 1707292925459 consumat
3 1 1707292925466 consumat
2 3 1707292925473 oferit
5 1 1707292925474 consumat
5 1 1707292925481 consumat
5 1 1707292925488 consumat
0 4 1707292925491 oferit
8 1 1707292925491 consumat
5 1 1707292925495 consumat
8 1 1707292925498 consumat
5 1 1707292925502 consumat
2 3 1707292925503 oferit
9 1 1707292925503 consumat
8 1 1707292925505 consumat
5 1 1707292925510 consumat
0 1 1707292925519 oferit
1 1 1707292925519 consumat
1 4 1707292925520 oferit
0 1 1707292925520 consumat
1 1 1707292925526 consumat
0 1 1707292925527 consumat
1 1 1707292925534 consumat
1 4 1707292925538 oferit
2 1 1707292925538 consumat
1 1 1707292925541 consumat
2 1 1707292925545 consumat
1 1 1707292925548 consumat
1 4 1707292925556 oferit
7 1 1707292925556 consumat
7 1 1707292925564 consumat
7 1 1707292925571 consumat
7 1 1707292925578 consumat
0 1 1707292925590 oferit
4 1 1707292925590 consumat
2 3 1707292925590 oferit
6 1 1707292925590 consumat
6 1 1707292925597 consumat
4 1 1707292925597 consumat
0 2 1707292925604 oferit
3 1 1707292925604 consumat
6 1 1707292925605 consumat
1 1 1707292925611 oferit
9 1 1707292925611 consumat
0 2 1707292925619 oferit
8 1 1707292925619 consumat
8 1 1707292925626 consumat
1 2 1707292925629 oferit
5 1 1707292925629 consumat
8 1 1707292925633 consumat
0 3 1707292925647 oferit
0 1 1707292925647 consumat
0 1 1707292925654 consumat
0 1 1707292925662 consumat
1 5 1707292925666 oferit
2 1 1707292925666 consumat
0 1 1707292925669 consumat
2 1 1707292925673 consumat
0 1 1707292925676 consumat
2 1 1707292925680 consumat
1 2 1707292925684 oferit
1 1 1707292925684 consumat
2 1 1707292925688 consumat
0 2 1707292925690 oferit
7 1 1707292925690 consumat
1 1 1707292925691 consumat
1 1 1707292925702 oferit
4 1 1707292925702 consumat
0 3 1707292925704 oferit
3 1 1707292925704 consumat
4 1 1707292925710 consumat
3 1 1707292925711 consumat
0 5 1707292925718 oferit
3 1 1707292925718 consumat
6 1 1707292925718 consumat
6 1 1707292925726 consumat
3 1 1707292925726 consumat
6 1 1707292925733 consumat
2 2 1707292925736 oferit
9 1 1707292925736 consumat
6 1 1707292925740 consumat
0 4 1707292925747 oferit
5 1 1707292925747 consumat
6 1 1707292925747 consumat
5 1 1707292925754 consumat
6 1 1707292925754 consumat
1 4 1707292925757 oferit
8 1 1707292925757 consumat
5 1 1707292925761 consumat
6 1 1707292925762 consumat
8 1 1707292925765 consumat
2 2 1707292925766 oferit
0 1 1707292925766 consumat
5 1 1707292925769 consumat
0 2 1707292925775 oferit
2 1 1707292925775 consumat
5 1 1707292925776 consumat
0 5 1707292925790 oferit
7 1 1707292925790 consumat
7 1 1707292925797 consumat
7 1 1707292925804 consumat
7 1 1707292925811 consumat
7 1 1707292925819 consumat
2 2 1707292925824 oferit
1 1 1707292925824 consumat
7 1 1707292925826 consumat
1 5 1707292925830 oferit
4 1 1707292925830 consumat
1 1 1707292925831 consumat
7 1 1707292925833 consumat
4 1 1707292925837 consumat
1 1 1707292925839 consumat
0 5 1707292925846 oferit
3 1 1707292925846 consumat
3 1 1707292925853 consumat
3 1 1707292925861 consumat
3 1 1707292925868 consumat
3 1 1707292925875 consumat
2 5 1707292925882 oferit
9 1 1707292925883 consumat
9 1 1707292925890 consumat
9 1 1707292925897 consumat
9 1 1707292925904 consumat
9 1 1707292925911 consumat
2 4 1707292925912 oferit
6 1 1707292925912 consumat
9 1 1707292925919 consumat
6 1 1707292925919 consumat
9 1 1707292925926 consumat
0 5 1707292925932 oferit
8 1 1707292925932 consumat
9 1 1707292925933 consumat
8 1 1707292925940 consumat
9 1 1707292925940 consumat
8 1 1707292925947 consumat
1 2 1707292925958 oferit
0 1 1707292925958 consumat
0 1 1707292925965 consumat
2 4 1707292925970 oferit
2 1 1707292925970 consumat
0 1 1707292925972 consumat
2 1 1707292925977 consumat
0 1 1707292925980 consumat
0 2 1707292925989 oferit
5 1 1707292925990 consumat
5 1 1707292925997 consumat
2 5 1707292925999 oferit
7 1 1707292925999 consumat
5 1 1707292926004 consumat
7 1 1707292926006 consumat
5 1 1707292926011 consumat
7 1 1707292926014 consumat
0 1 1707292926018 oferit
4 1 1707292926018 consumat
2 4 1707292926029 oferit
1 1 1707292926029 consumat
1 1 1707292926036 consumat
1 1 1707292926043 consumat
1 1 1707292926050 consumat
2 5 1707292926058 oferit
3 1 1707292926058 consumat
3 1 1707292926065 consumat
3 1 1707292926073 consumat
3 1 1707292926080 consumat
3 1 1707292926087 consumat
2 3 1707292926087 oferit
6 1 1707292926087 consumat
6 1 1707292926094 consumat
3 1 1707292926094 consumat
0 5 1707292926103 oferit
9 1 1707292926103 consumat
9 1 1707292926110 consumat
9 1 1707292926118 consumat
9 1 1707292926125 consumat
9 1 1707292926132 consumat
1 4 1707292926139 oferit
8 1 1707292926140 consumat
8 1 1707292926147 consumat
8 1 1707292926154 consumat
8 1 1707292926161 consumat
0 2 1707292926174 oferit
2 1 1707292926174 consumat
2 1 1707292926181 consumat
0 4 1707292926188 oferit
2 1 1707292926188 consumat
0 1 1707292926189 consumat
2 1 1707292926196 consumat
0 1 1707292926196 consumat
0 1 1707292926203 oferit
5 1 1707292926203 consumat
2 1 1707292926204 oferit
7 1 1707292926204 consumat
1 4 1707292926213 oferit
4 1 1707292926213 consumat
4 1 1707292926220 consumat
4 1 1707292926227 consumat
4 1 1707292926234 consumat
1 5 1707292926249 oferit
1 1 1707292926249 consumat
1 1 1707292926256 consumat
1 1 1707292926263 consumat
1 1 1707292926271 consumat
1 1 1707292926278 consumat
1 4 1707292926285 oferit
6 1 1707292926285 consumat
6 1 1707292926293 consumat
6 1 1707292926300 consumat
6 1 1707292926307 consumat
2 1 1707292926321 oferit
3 1 1707292926321 consumat
1 4 1707292926322 oferit
9 1 1707292926322 consumat
3 1 1707292926328 consumat
9 1 1707292926329 consumat
3 1 1707292926335 consumat
1 1 1707292926340 oferit
8 1 1707292926340 consumat
2 2 1707292926350 oferit
0 1 1707292926350 consumat
0 1 1707292926357 consumat
1 5 1707292926358 oferit
2 1 1707292926359 consumat
0 1 1707292926365 consumat
2 1 1707292926366 consumat
0 1 1707292926372 consumat
2 1 1707292926373 consumat
1 5 1707292926377 oferit
5 1 1707292926377 consumat
0 1 1707292926379 consumat
2 1 1707292926380 consumat
5 1 1707292926384 consumat
0 1 1707292926386 consumat
1 3 1707292926395 oferit
7 1 1707292926395 consumat
7 1 1707292926402 consumat
7 1 1707292926409 consumat
1 1 1707292926413 oferit
4 1 1707292926413 consumat
1 2 1707292926432 oferit
1 1 1707292926432 consumat
1 1 1707292926439 consumat
1 1 1707292926450 oferit
6 1 1707292926450 consumat
2 2 1707292926467 oferit
9 1 1707292926467 consumat
9 1 1707292926474 consumat
1 1 1707292926486 oferit
3 1 1707292926486 consumat
2 1 1707292926496 oferit
8 1 1707292926496 consumat
2 1 1707292926526 oferit
2 1 1707292926526 consumat
2 2 1707292926555 oferit
5 1 1707292926555 consumat
5 1 1707292926562 consumat
2 4 1707292926584 oferit
0 1 1707292926584 consumat
0 1 1707292926592 consumat
0 1 1707292926599 consumat
0 1 1707292926606 consumat
2 1 1707292926614 oferit
7 1 1707292926614 consumat
2 5 1707292926643 oferit
4 1 1707292926643 consumat
4 1 1707292926650 consumat
4 1 1707292926658 consumat
4 1 1707292926665 consumat
4 1 1707292926672 consumat
2 4 1707292926672 oferit
1 1 1707292926672 consumat
4 1 1707292926679 consumat
1 1 1707292926679 consumat
1 1 1707292926687 consumat
2 5 1707292926701 oferit
6 1 1707292926702 consumat
6 1 1707292926709 consumat
6 1 1707292926716 consumat
VERIFICAT: 291 289
0 1 1707292925078 oferit
0 1 1707292925078 consumat
1 2 1707292925082 oferit
1 1 1707292925082 consumat
0 1 1707292925086 consumat
0 5 1707292925093 oferit
2 1 1707292925093 consumat
0 1 1707292925093 consumat
2 1 1707292925100 consumat
0 1 1707292925100 consumat
2 1 1707292925107 consumat
1 5 1707292925119 oferit
4 1 1707292925119 consumat
4 1 1707292925126 consumat
4 1 1707292925133 consumat
4 1 1707292925140 consumat
4 1 1707292925148 consumat
0 3 1707292925149 oferit
3 1 1707292925149 consumat
4 1 1707292925155 consumat
3 1 1707292925157 consumat
0 4 1707292925164 oferit
5 1 1707292925164 consumat
3 1 1707292925164 consumat
5 1 1707292925171 consumat
