=== CERERI IN ASTEPTARE ===
=== CERERI EFECTUATE ===
1707297138598 32 plecare locatie
1707297138601 52 plecare locatie
1707297138609 49 sosire locatie
1707297138606 3 sosire locatie
1707297138608 86 sosire locatie
1707297138619 11 plecare locatie
1707297138625 79 plecare locatie
1707297138624 79 sosire locatie
1707297138623 33 plecare locatie
1707297138623 54 sosire locatie
1707297138630 12 sosire locatie
1707297138639 0 sosire locatie
1707297138640 30 sosire locatie
1707297138639 77 plecare locatie
1707297138641 0 sosire locatie
1707297138648 20 plecare locatie
1707297138655 80 sosire locatie
1707297138654 92 plecare locatie
1707297138665 52 sosire locatie
1707297138664 81 sosire locatie
1707297138668 55 plecare locatie
1707297138668 43 plecare locatie
1707297138674 28 plecare locatie
1707297138680 66 sosire locatie
1707297138683 31 sosire locatie
1707297138685 61 plecare locatie
1707297138688 38 plecare locatie
1707297138688 91 sosire locatie
1707297138693 40 plecare locatie
1707297138697 48 sosire locatie
1707297138703 15 plecare locatie
1707297138706 93 plecare locatie
1707297138710 95 plecare locatie
1707297138713 28 plecare locatie
1707297138711 98 sosire locatie
1707297138712 74 sosire locatie
1707297138717 91 sosire locatie
1707297138724 81 sosire locatie
1707297138735 65 sosire locatie
1707297138737 9 plecare locatie
1707297138735 74 plecare locatie
1707297138742 3 sosire locatie
1707297138741 45 plecare locatie
1707297138753 15 sosire locatie
1707297138753 10 sosire locatie
1707297138754 51 plecare locatie
1707297138763 60 plecare locatie
1707297138763 23 sosire locatie
1707297138767 75 plecare locatie
1707297138767 80 sosire locatie
1707297138777 20 sosire locatie
1707297138780 88 plecare locatie
1707297138781 19 sosire locatie
1707297138780 92 sosire locatie
1707297138781 82 plecare locatie
1707297138791 9 plecare locatie
1707297138789 85 plecare locatie
1707297138791 22 sosire locatie
1707297138794 58 sosire locatie
1707297138800 41 sosire locatie
1707297138803 59 plecare locatie
1707297138807 76 sosire locatie
1707297138810 99 plecare locatie
1707297138816 20 plecare locatie
1707297138814 64 plecare locatie
1707297138818 22 sosire locatie
1707297138818 5 sosire locatie
1707297138829 10 plecare locatie
1707297138825 19 sosire locatie
1707297138833 18 plecare locatie
1707297138838 26 sosire locatie
1707297138839 18 sosire locatie
1707297138843 41 sosire locatie
1707297138844 66 plecare locatie
1707297138847 28 plecare locatie
1707297138856 35 plecare locatie
1707297138860 83 sosire locatie
1707297138862 36 sosire locatie
1707297138865 43 sosire locatie
1707297138864 3 plecare locatie
1707297138874 27 plecare locatie
1707297138882 86 plecare locatie
1707297138883 66 sosire locatie
1707297138885 26 plecare locatie
1707297138891 76 sosire locatie
1707297138889 6 sosire locatie
1707297138893 92 plecare locatie
1707297138896 83 plecare locatie
1707297138902 27 sosire locatie
1707297138901 16 plecare locatie
1707297138905 40 sosire locatie
1707297138911 3 plecare locatie
1707297138914 74 plecare locatie
1707297138919 84 sosire locatie
1707297138919 83 sosire locatie
1707297138928 4 sosire locatie
1707297138930 9 plecare locatie
1707297138932 73 sosire locatie
1707297138932 57 plecare locatie
1707297138941 36 sosire locatie
1707297138942 55 plecare locatie
1707297138946 76 sosire locatie
1707297138945 8 sosire locatie
1707297138948 39 plecare locatie
1707297138957 42 plecare locatie
1707297138960 26 sosire locatie
1707297138962 0 sosire locatie
1707297138966 38 plecare locatie
1707297138968 63 sosire locatie
1707297138971 74 plecare locatie
1707297138977 27 plecare locatie
1707297138976 75 sosire locatie
1707297138983 26 plecare locatie
1707297138987 76 plecare locatie
1707297138991 87 sosire locatie
1707297138992 93 sosire locatie
1707297138990 98 plecare locatie
1707297138992 27 sosire locatie
1707297139001 6 plecare locatie
1707297139010 97 plecare locatie
1707297139011 54 plecare locatie
1707297139014 75 sosire locatie
1707297139015 34 sosire locatie
1707297139017 83 plecare locatie
1707297139017 60 sosire locatie
1707297139029 4 plecare locatie
1707297139035 99 plecare locatie
1707297139032 42 sosire locatie
1707297139033 79 sosire locatie
1707297139040 55 plecare locatie
1707297139041 16 sosire locatie
1707297139050 10 plecare locatie
1707297139052 39 plecare locatie
1707297139058 46 plecare locatie
1707297139055 1 sosire locatie
1707297139063 89 sosire locatie
1707297139059 44 sosire locatie
1707297139069 78 sosire locatie
1707297139073 19 plecare locatie
1707297139076 49 plecare locatie
1707297139080 94 plecare locatie
1707297139079 17 sosire locatie
1707297139085 6 plecare locatie
1707297139084 15 sosire locatie
1707297139086 37 plecare locatie
1707297139090 25 sosire locatie
1707297139099 36 plecare locatie
1707297139101 94 sosire locatie
1707297139107 55 sosire locatie
1707297139112 56 sosire locatie
1707297139109 24 plecare locatie
1707297139110 79 plecare locatie
1707297139113 30 plecare locatie
1707297139123 61 plecare locatie
1707297139125 23 sosire locatie
1707297139129 23 sosire locatie
1707297139131 20 plecare locatie
1707297139135 1 sosire locatie
1707297139132 81 sosire locatie
1707297139136 92 plecare locatie
1707297139143 71 plecare locatie
1707297139145 53 sosire locatie
1707297139154 75 sosire locatie
1707297139153 1 plecare locatie
1707297139153 18 sosire locatie
1707297139159 14 plecare locatie
1707297139169 52 sosire locatie
1707297139165 36 plecare locatie
1707297139170 15 sosire locatie
1707297139175 55 plecare locatie
1707297139177 85 plecare locatie
1707297139178 57 sosire locatie
1707297139180 59 plecare locatie
1707297139191 51 plecare locatie
1707297139190 80 sosire locatie
1707297139194 60 sosire locatie
1707297139199 66 plecare locatie
1707297139199 100 plecare locatie
1707297139201 45 sosire locatie
1707297139209 20 sosire locatie
1707297139215 84 sosire locatie
1707297139219 81 plecare locatie
1707297139217 99 plecare locatie
1707297139220 18 plecare locatie
1707297139222 55 sosire locatie
1707297139230 71 sosire locatie
1707297139240 24 sosire locatie
1707297139241 78 plecare locatie
1707297139239 24 plecare locatie
1707297139244 87 plecare locatie
1707297139252 20 plecare locatie
1707297139252 31 sosire locatie
1707297139254 0 sosire locatie
1707297139254 23 plecare locatie
1707297139264 50 sosire locatie
1707297139262 43 sosire locatie
1707297139273 48 plecare locatie
1707297139278 90 plecare locatie
1707297139277 53 sosire locatie
1707297139281 35 plecare locatie
1707297139283 80 sosire locatie
1707297139291 41 sosire locatie
1707297139289 44 sosire locatie
1707297139295 85 sosire locatie
1707297139300 68 plecare locatie
1707297139305 39 plecare locatie
1707297139303 51 plecare locatie
1707297139308 47 sosire locatie
1707297139316 85 plecare locatie
1707297139317 62 sosire locatie
1707297139320 54 plecare locatie
1707297139321 9 sosire locatie
1707297139330 16 sosire locatie
1707297139330 76 plecare locatie
1707297139337 20 sosire locatie
1707297139343 28 plecare locatie
1707297139343 37 sosire locatie
1707297139346 83 plecare locatie
1707297139347 62 sosire locatie
1707297139351 81 sosire locatie
1707297139354 18 sosire locatie
1707297139353 57 plecare locatie
1707297139364 91 sosire locatie
1707297139364 1 plecare locatie
1707297139365 75 plecare locatie
1707297139370 16 sosire locatie
1707297139376 18 plecare locatie
1707297139376 99 plecare locatie
1707297139381 93 sosire locatie
1707297139381 89 sosire locatie
1707297139387 66 sosire locatie
1707297139395 59 plecare locatie
1707297139392 69 plecare locatie
1707297139395 26 sosire locatie
1707297139403 19 sosire locatie
1707297139404 40 sosire locatie
1707297139405 45 plecare locatie
1707297139415 43 plecare locatie
1707297139418 25 sosire locatie
1707297139418 63 plecare locatie
1707297139419 54 sosire locatie
1707297139424 31 plecare locatie
1707297139429 83 sosire locatie
1707297139430 67 plecare locatie
1707297139434 27 plecare locatie
1707297139435 2 sosire locatie
1707297139445 6 plecare locatie
1707297139444 77 sosire locatie
1707297139450 64 plecare locatie
1707297139451 97 plecare locatie
1707297139455 46 sosire locatie
1707297139457 26 sosire locatie
1707297139459 10 sosire locatie
1707297139466 63 plecare locatie
1707297139469 58 sosire locatie
1707297139468 12 sosire locatie
1707297139473 39 plecare locatie
1707297139474 39 plecare locatie
1707297139476 87 sosire locatie
1707297139487 66 sosire locatie
1707297139492 6 plecare locatie
1707297139490 60 sosire locatie
1707297139493 3 sosire locatie
1707297139494 92 plecare locatie
1707297139495 27 plecare locatie
1707297139501 65 sosire locatie
1707297139510 79 sosire locatie
1707297139509 69 plecare locatie
1707297139509 86 plecare locatie
1707297139512 15 sosire locatie
1707297139515 44 sosire locatie
1707297139521 58 plecare locatie
1707297139531 40 plecare locatie
1707297139533 84 sosire locatie
1707297139529 78 plecare locatie
1707297139534 87 sosire locatie
1707297139537 90 sosire locatie
1707297139547 60 plecare locatie
1707297139547 66 plecare locatie
1707297139547 73 sosire locatie
1707297139548 76 plecare locatie
1707297139552 48 sosire locatie
1707297139556 10 sosire locatie
1707297139564 62 plecare locatie
1707297139567 64 plecare locatie
1707297139569 36 plecare locatie
1707297139566 1 sosire locatie
1707297139580 66 sosire locatie
1707297139577 5 sosire locatie
1707297139581 62 plecare locatie
1707297139581 87 sosire locatie
1707297139594 33 plecare locatie
1707297139591 97 plecare locatie
1707297139596 96 sosire locatie
1707297139601 27 sosire locatie
1707297139605 73 plecare locatie
1707297139611 56 sosire locatie
1707297139608 71 sosire locatie
1707297139618 54 sosire locatie
1707297139620 49 plecare locatie
1707297139621 87 sosire locatie
1707297139623 89 plecare locatie
1707297139629 2 sosire locatie
1707297139629 3 plecare locatie
1707297139633 55 plecare locatie
1707297139640 3 plecare locatie
1707297139647 59 sosire locatie
1707297139642 7 plecare locatie
1707297139646 4 sosire locatie
1707297139645 61 plecare locatie
1707297139652 49 sosire locatie
1707297139656 28 sosire locatie
1707297139658 63 plecare locatie
1707297139658 35 plecare locatie
1707297139664 73 sosire locatie
1707297139665 71 plecare locatie
1707297139667 25 sosire locatie
1707297139676 72 plecare locatie
1707297139676 24 plecare locatie
1707297139686 20 sosire locatie
1707297139686 21 plecare locatie
1707297139686 22 sosire locatie
1707297139692 50 plecare locatie
1707297139696 64 sosire locatie
1707297139703 27 sosire locatie
1707297139703 63 sosire locatie
1707297139703 16 plecare locatie
1707297139710 14 plecare locatie
1707297139717 91 sosire locatie
1707297139715 82 plecare locatie
1707297139715 57 sosire locatie
1707297139717 18 sosire locatie
1707297139724 18 plecare locatie
1707297139728 71 sosire locatie
1707297139736 77 sosire locatie
1707297139733 55 plecare locatie
1707297139741 67 plecare locatie
1707297139744 92 sosire locatie
1707297139751 89 sosire locatie
1707297139752 68 plecare locatie
1707297139761 38 sosire locatie
1707297139757 44 plecare locatie
1707297139763 43 plecare locatie
1707297139767 14 sosire locatie
1707297139766 83 sosire locatie
1707297139768 49 plecare locatie
1707297139766 68 plecare locatie
1707297139773 91 plecare locatie
1707297139779 53 sosire locatie
1707297139783 6 plecare locatie
1707297139781 21 sosire locatie
1707297139784 41 plecare locatie
1707297139791 48 sosire locatie
1707297139798 25 plecare locatie
1707297139797 59 plecare locatie
1707297139809 2 sosire locatie
1707297139805 64 plecare locatie
1707297139810 48 plecare locatie
1707297139810 22 sosire locatie
1707297139812 3 plecare locatie
1707297139819 61 sosire locatie
1707297139821 54 sosire locatie
1707297139821 66 plecare locatie
1707297139824 57 plecare locatie
1707297139832 65 sosire locatie
1707297139834 22 plecare locatie
1707297139838 88 sosire locatie
1707297139847 32 plecare locatie
1707297139848 45 sosire locatie
1707297139849 33 plecare locatie
1707297139849 33 plecare locatie
1707297139852 67 sosire locatie
1707297139857 11 sosire locatie
1707297139865 87 sosire locatie
1707297139864 62 plecare locatie
1707297139866 56 plecare locatie
1707297139868 7 sosire locatie
1707297139873 100 plecare locatie
1707297139871 22 sosire locatie
1707297139877 89 sosire locatie
1707297139883 98 plecare locatie
1707297139888 91 sosire locatie
1707297139886 64 sosire locatie
1707297139895 84 sosire locatie
1707297139893 30 plecare locatie
1707297139900 21 plecare locatie
1707297139903 71 plecare locatie
1707297139908 93 sosire locatie
1707297139907 88 plecare locatie
1707297139917 32 sosire locatie
1707297139924 34 sosire locatie
1707297139926 80 plecare locatie
1707297139928 22 plecare locatie
1707297139927 9 plecare locatie
1707297139933 71 sosire locatie
1707297139934 52 sosire locatie
1707297139944 49 sosire locatie
1707297139943 3 plecare locatie
1707297139944 68 plecare locatie
1707297139945 41 sosire locatie
1707297139951 79 plecare locatie
1707297139952 62 sosire locatie
1707297139956 40 sosire locatie
1707297139960 26 sosire locatie
1707297139963 32 plecare locatie
1707297139966 9 sosire locatie
1707297139970 98 plecare locatie
1707297139973 46 sosire locatie
1707297139973 72 plecare locatie
1707297139978 21 sosire locatie
1707297139986 96 sosire locatie
1707297139983 96 plecare locatie
1707297139988 65 plecare locatie
1707297139997 100 sosire locatie
1707297139997 51 plecare locatie
1707297140005 69 plecare locatie
1707297140005 46 plecare locatie
1707297140007 77 sosire locatie
1707297140012 32 sosire locatie
1707297140015 11 plecare locatie
1707297140020 56 sosire locatie
1707297140027 19 plecare locatie
1707297140025 26 sosire locatie
1707297140030 4 sosire locatie
1707297140028 90 plecare locatie
1707297140034 14 plecare locatie
1707297140042 67 sosire locatie
1707297140044 96 plecare locatie
1707297140042 88 sosire locatie
1707297140054 7 sosire locatie
1707297140057 40 sosire locatie
1707297140056 3 plecare locatie
1707297140058 84 plecare locatie
1707297140063 99 plecare locatie
1707297140070 93 sosire locatie
1707297140068 21 sosire locatie
1707297140077 65 plecare locatie
1707297140080 72 sosire locatie
1707297140084 86 sosire locatie
1707297140080 44 plecare locatie
1707297140084 44 plecare locatie
1707297140081 93 sosire locatie
1707297140091 76 plecare locatie
1707297140095 29 sosire locatie
1707297140099 38 plecare locatie
1707297140098 58 sosire locatie
1707297140102 58 plecare locatie
1707297140102 11 sosire locatie
1707297140112 80 plecare locatie
1707297140122 99 sosire locatie
1707297140122 28 plecare locatie
1707297140123 20 sosire locatie
1707297140123 27 sosire locatie
1707297140132 57 plecare locatie
1707297140129 57 plecare locatie
1707297140140 22 sosire locatie
1707297140142 82 plecare locatie
1707297140146 24 plecare locatie
1707297140151 30 sosire locatie
1707297140153 91 sosire locatie
1707297140154 77 plecare locatie
1707297140156 40 plecare locatie
1707297140162 18 sosire locatie
1707297140174 24 sosire locatie
1707297140169 67 plecare locatie
1707297140171 44 plecare locatie
1707297140180 4 sosire locatie
1707297140175 5 plecare locatie
1707297140179 77 sosire locatie
1707297140190 67 plecare locatie
1707297140196 70 sosire locatie
1707297140197 78 plecare locatie
1707297140197 40 sosire locatie
1707297140196 60 plecare locatie
1707297140200 68 sosire locatie
1707297140206 45 plecare locatie
1707297140213 54 sosire locatie
1707297140214 86 plecare locatie
1707297140219 14 plecare locatie
1707297140225 13 sosire locatie
1707297140223 62 sosire locatie
1707297140229 43 sosire locatie
1707297140235 34 plecare locatie
1707297140237 100 plecare locatie
1707297140236 71 plecare locatie
1707297140237 66 sosire locatie
1707297140243 91 sosire locatie
1707297140254 18 sosire locatie
1707297140260 83 sosire locatie
1707297140255 20 plecare locatie
1707297140262 47 plecare locatie
1707297140262 31 plecare locatie
1707297140267 33 sosire locatie
1707297140272 39 sosire locatie
1707297140275 50 plecare locatie
1707297140278 81 plecare locatie
1707297140283 36 sosire locatie
1707297140285 47 sosire locatie
1707297140288 20 plecare locatie
1707297140289 5 sosire locatie
1707297140294 39 sosire locatie
1707297140299 25 sosire locatie
1707297140307 86 plecare locatie
1707297140305 33 plecare locatie
1707297140309 87 plecare locatie
1707297140313 32 sosire locatie
1707297140318 73 sosire locatie
1707297140320 38 sosire locatie
1707297140323 78 plecare locatie
1707297140323 54 sosire locatie
1707297140324 51 plecare locatie
1707297140326 46 plecare locatie
1707297140330 39 sosire locatie
1707297140335 57 plecare locatie
1707297140336 91 plecare locatie
1707297140340 5 sosire locatie
1707297140341 40 sosire locatie
1707297140351 83 sosire locatie
1707297140350 84 plecare locatie
1707297140353 64 sosire locatie
1707297140353 8 plecare locatie
1707297140359 67 plecare locatie
1707297140360 86 plecare locatie
1707297140361 21 sosire locatie
1707297140369 63 sosire locatie
1707297140366 100 sosire locatie
1707297140372 58 plecare locatie
1707297140375 14 plecare locatie
1707297140378 25 sosire locatie
1707297140381 50 sosire locatie
1707297140390 19 plecare locatie
1707297140388 74 plecare locatie
1707297140392 34 sosire locatie
1707297140389 49 plecare locatie
1707297140396 90 sosire locatie
1707297140399 18 sosire locatie
1707297140405 99 plecare locatie
1707297140405 63 plecare locatie
1707297140405 86 plecare locatie
1707297140405 100 sosire locatie
1707297140422 18 sosire locatie
1707297140422 97 plecare locatie
1707297140423 34 sosire locatie
1707297140428 16 plecare locatie
1707297140428 62 plecare locatie
1707297140432 43 sosire locatie
1707297140439 91 plecare locatie
1707297140445 59 sosire locatie
1707297140447 50 plecare locatie
1707297140447 25 sosire locatie
1707297140450 42 sosire locatie
1707297140457 16 plecare locatie
1707297140461 67 plecare locatie
1707297140468 32 plecare locatie
1707297140468 56 sosire locatie
1707297140472 64 sosire locatie
1707297140475 88 plecare locatie
1707297140480 23 sosire locatie
1707297140485 18 sosire locatie
1707297140482 28 sosire locatie
1707297140488 66 plecare locatie
1707297140495 18 plecare locatie
1707297140502 73 sosire locatie
1707297140505 52 plecare locatie
1707297140507 9 sosire locatie
1707297140506 68 plecare locatie
1707297140514 26 sosire locatie
1707297140512 75 plecare locatie
1707297140518 58 plecare locatie
1707297140515 24 sosire locatie
1707297140519 31 sosire locatie
1707297140528 0 sosire locatie
1707297140530 90 plecare locatie
1707297140531 43 plecare locatie
1707297140534 81 sosire locatie
1707297140533 93 plecare locatie
1707297140543 14 plecare locatie
1707297140548 10 plecare locatie
1707297140546 27 sosire locatie
1707297140548 69 plecare locatie
1707297140552 33 sosire locatie
1707297140558 19 sosire locatie
1707297140560 51 sosire locatie
1707297140563 22 plecare locatie
1707297140569 18 plecare locatie
1707297140572 97 sosire locatie
1707297140576 13 plecare locatie
1707297140575 63 sosire locatie
1707297140577 73 plecare locatie
1707297140584 98 sosire locatie
1707297140588 64 plecare locatie
1707297140589 48 plecare locatie
1707297140593 57 plecare locatie
1707297140596 76 sosire locatie
1707297140601 72 sosire locatie
1707297140604 70 sosire locatie
1707297140608 88 plecare locatie
1707297140615 64 sosire locatie
1707297140612 30 plecare locatie
1707297140616 27 plecare locatie
1707297140617 21 sosire locatie
1707297140625 72 sosire locatie
1707297140631 66 plecare locatie
1707297140630 84 sosire locatie
1707297140631 62 plecare locatie
1707297140635 34 plecare locatie
1707297140641 10 sosire locatie
1707297140642 64 sosire locatie
1707297140647 86 plecare locatie
1707297140652 69 plecare locatie
1707297140653 18 plecare locatie
1707297140654 56 sosire locatie
1707297140656 7 sosire locatie
1707297140667 68 plecare locatie
1707297140669 86 sosire locatie
1707297140668 57 sosire locatie
1707297140677 77 plecare locatie
1707297140682 11 plecare locatie
1707297140684 56 sosire locatie
1707297140679 48 plecare locatie
1707297140684 4 sosire locatie
